image,quality,bytes,psnr_db,ships,found,n_pred
063c4aa67.jpg,q20,29659,33.3949323917177,5,4,5
080fc5847.jpg,original,181802,inf,1,0,0
080fc5847.jpg,q60,69976,38.61838822516485,1,1,1
080fc5847.jpg,q40,56647,36.4852426329585,1,0,0
080fc5847.jpg,q30,49801,34.95189793865655,1,0,0
080fc5847.jpg,q20,38124,33.04491436554983,1,0,0
0890f05fd.jpg,original,210324,inf,0,0,0
0890f05fd.jpg,q60,81675,37.449146883846645,0,0,0
0890f05fd.jpg,q40,66527,35.325766026531696,0,0,0
0890f05fd.jpg,q30,58425,34.173729436579734,0,0,0
0890f05fd.jpg,q20,45525,32.132790961971466,0,0,0
089f21dd9.jpg,original,323663,inf,3,3,3
089f21dd9.jpg,q60,129111,32.84713661979215,3,3,3
089f21dd9.jpg,q40,104431,30.88170632854244,3,3,3
089f21dd9.jpg,q30,91598,29.871974446255503,3,2,2
089f21dd9.jpg,q20,73669,28.14058970767046,3,2,2
0919e159e.jpg,original,95503,inf,1,0,0
0919e159e.jpg,q60,29129,42.13291808484456,1,0,0
0919e159e.jpg,q40,23483,40.22023024224723,1,0,0
0919e159e.jpg,q30,20453,38.65048386917339,1,0,0
0919e159e.jpg,q20,16670,36.82029108462151,1,0,0
09525b367.jpg,original,126303,inf,0,0,0
09525b367.jpg,q60,42847,40.96197515246698,0,0,0
09525b367.jpg,q40,33437,38.55490285610719,0,0,0
09525b367.jpg,q30,27620,37.33644875272418,0,0,0
09525b367.jpg,q20,19410,35.04197637092374,0,0,0
0967e5ea0.jpg,original,212276,inf,1,0,1
0967e5ea0.jpg,q60,81836,37.387508813033335,1,0,1
0967e5ea0.jpg,q40,65736,35.06820031780067,1,0,1
0967e5ea0.jpg,q30,57181,33.800446820061794,1,1,1
0967e5ea0.jpg,q20,45399,31.745440896934003,1,0,1
096f867ec.jpg,original,238713,inf,2,2,2
096f867ec.jpg,q60,92932,35.94176483173986,2,2,2
096f867ec.jpg,q40,75575,34.02659152743417,2,2,2
096f867ec.jpg,q30,66762,32.85802571481117,2,2,2
096f867ec.jpg,q20,52706,30.934637240342365,2,2,2
0a09da25f.jpg,original,363530,inf,1,1,1
0a09da25f.jpg,q60,127177,27.776183686656395,1,1,1
0a09da25f.jpg,q40,100497,26.016274354068116,1,1,1
0a09da25f.jpg,q30,84379,25.32944987102489,1,1,1
0a09da25f.jpg,q20,61308,24.253158138501263,1,1,1
0a2c6480e.jpg,original,317592,inf,2,2,2
0a2c6480e.jpg,q60,108673,29.600984980616587,2,2,2
0a2c6480e.jpg,q40,87468,28.19394048176084,2,2,2
0a2c6480e.jpg,q30,74721,27.578312278195757,2,2,2
0a2c6480e.jpg,q20,55893,26.464853173570365,2,2,2
0acfb1627.jpg,original,192190,inf,1,0,0
0acfb1627.jpg,q60,73421,38.094754576912344,1,0,0
0acfb1627.jpg,q40,59443,35.95285700048049,1,0,0
